"area","bedrooms","bathrooms","age","floors","location","price"
1030,3,1.0,53,1.0,"98056",240000.0
2560,4,2.75,40,1.0,"98033",880000.0
1460,3,2.0,20,1.0,"98038",285000.0
770,2,1.0,65,1.0,"98125",407500.0
1960,4,2.5,11,2.0,"98056",325000.0
1900,3,1.75,37,1.0,"98155",405000.0
1970,3,2.5,88,1.5,"98106",291700.0
2490,3,2.5,20,2.0,"98022",370000.0
1430,3,1.5,62,1.0,"98166",270000.0
2680,4,2.5,63,1.0,"98033",800000.0
1610,3,1.75,87,1.0,"98103",626500.0
4300,4,3.5,28,2.0,"98040",1130000.0
3200,4,2.5,12,2.0,"98038",399950.0
2140,3,1.75,57,1.0,"98166",419000.0
4240,4,2.5,26,2.0,"98075",1160000.0
3410,4,3.5,7,2.0,"98004",1405000.0
2090,4,2.75,48,2.0,"98033",710000.0
1410,3,1.0,73,1.0,"98033",650000.0
2820,4,2.5,31,2.0,"98072",369900.0
2770,4,2.5,18,2.0,"98014",641000.0
1400,3,1.0,64,1.0,"98155",403000.0
3620,3,3.25,10,2.0,"98199",1015000.0
2260,4,2.5,41,1.0,"98040",865000.0
3440,4,2.5,84,1.5,"98040",2485000.0
2150,4,1.0,89,2.0,"98126",810000.0
1256,3,2.5,10,3.0,"98125",316750.0
2220,4,2.25,26,2.0,"98027",652500.0
2850,6,2.75,53,1.0,"98106",360000.0
700,2,1.0,62,1.0,"98056",208000.0
3700,4,2.5,23,2.0,"98077",898000.0
1400,4,1.75,54,1.0,"98028",295000.0
3130,4,1.75,37,2.0,"98133",652500.0
2170,4,3.0,23,2.0,"98029",560000.0
1020,3,1.0,58,1.0,"98056",280000.0
1760,3,2.5,78,1.5,"98148",289950.0
1860,3,2.5,37,1.0,"98055",397500.0
1140,2,1.0,59,1.0,"98077",380000.0
1670,3,2.5,27,1.0,"98045",415900.0
1710,2,1.75,92,1.0,"98115",475000.0
500,1,1.0,87,1.0,"98106",125000.0
1470,3,1.0,57,1.0,"98042",238000.0
1370,4,1.5,62,1.0,"98168",296000.0
3470,6,3.0,91,1.5,"98028",475000.0
1650,3,2.25,105,1.5,"98116",390000.0
1180,3,1.0,75,1.0,"98116",425000.0
3110,6,3.0,94,1.5,"98103",725000.0
2080,3,2.25,42,1.0,"98052",605000.0
1600,3,1.0,109,2.0,"98122",302000.0
2380,3,2.25,84,2.0,"98199",886000.0
1630,4,1.75,97,1.0,"98115",540000.0
1910,4,2.25,40,2.0,"98072",435000.0
3140,4,3.25,23,2.0,"98146",409000.0
1250,3,1.0,40,1.0,"98052",405000.0
1990,3,2.5,11,2.0,"98075",560200.0
2110,4,1.75,40,1.0,"98058",324000.0
2490,4,2.5,16,2.0,"98092",390000.0
800,2,1.0,77,1.0,"98055",414000.0
2360,3,2.5,17,2.0,"98065",441500.0
1770,3,2.5,23,2.0,"98106",375000.0
2710,4,2.5,16,2.0,"98074",668500.0
1940,5,1.5,75,1.5,"98125",540000.0
3450,4,3.25,55,2.0,"98166",1035000.0
3440,4,3.25,1,2.0,"98116",1345000.0
2410,4,2.75,59,1.0,"98033",758000.0
2290,4,2.25,37,2.0,"98004",949880.0
1030,3,1.0,88,1.5,"98116",570000.0
2290,4,2.5,27,2.0,"98006",736000.0
1490,3,1.5,109,1.5,"98122",670000.0
2370,4,1.75,66,1.0,"98105",1130000.0
1930,4,2.0,101,1.5,"98122",650000.0
1600,2,1.75,97,1.0,"98112",690000.0
2240,4,2.25,27,2.0,"98053",610000.0
770,2,1.0,91,1.0,"98117",413500.0
2300,3,2.5,47,2.0,"98075",765000.0
3400,4,2.75,14,2.0,"98006",828200.0
900,2,1.0,97,1.0,"98055",205000.0
1450,3,2.5,20,1.0,"98133",465000.0
2240,4,2.5,10,2.0,"98133",556000.0
1780,4,2.5,21,2.0,"98029",540000.0
2320,4,2.5,11,2.0,"98059",423000.0
1590,3,1.75,52,1.0,"98007",375000.0
990,3,1.0,79,1.5,"98168",173250.0
2605,3,1.5,12,1.0,"98019",599900.0
2870,5,2.75,39,1.0,"98107",646000.0
5180,5,4.75,14,2.0,"98065",1075000.0
2180,4,2.0,115,1.0,"98122",558000.0
850,2,1.0,66,1.0,"98126",354000.0
4050,4,4.0,25,2.0,"98040",1195000.0
2250,4,2.0,106,1.5,"98122",670000.0
3100,6,4.25,37,3.0,"98112",1125000.0
1747,2,1.0,67,2.5,"98001",267500.0
2410,4,2.5,13,2.0,"98092",299800.0
2070,4,1.75,57,1.0,"98008",430000.0
1860,5,1.0,94,1.5,"98103",775000.0
950,3,1.0,71,1.0,"98126",333000.0
1060,3,2.0,64,1.0,"98125",336000.0
880,2,1.0,70,2.0,"98199",323000.0
2550,4,2.5,14,2.0,"98027",575000.0
1550,2,2.25,7,2.0,"98106",328000.0
1590,3,1.0,89,1.5,"98117",572500.0
1650,3,1.75,107,1.0,"98115",600000.0
2430,4,3.0,12,2.0,"98038",412000.0
1810,3,2.5,55,1.0,"98033",827500.0
2890,4,2.5,21,2.0,"98023",300000.0
1280,3,2.5,30,2.0,"98118",415000.0
3410,7,2.75,109,1.5,"98102",750000.0
2220,3,2.75,101,2.0,"98122",800000.0
1060,3,1.0,61,1.0,"98118",420000.0
1120,3,1.5,58,1.0,"98056",266000.0
2680,4,2.5,11,2.0,"98019",499000.0
1770,4,1.5,68,2.0,"98116",440000.0
2950,3,2.0,97,2.0,"98166",495000.0
1260,2,1.75,64,1.0,"98103",630000.0
1430,3,1.75,43,1.0,"98034",424000.0
2730,4,2.5,29,2.0,"98052",760000.0
3270,4,3.5,25,2.0,"98074",650000.0
1720,4,1.75,55,1.0,"98042",248500.0
1270,3,1.75,53,1.0,"98056",379600.0
3260,4,2.5,37,1.0,"98125",538000.0
2050,4,2.5,27,2.0,"98029",530000.0
2050,4,2.25,48,2.0,"98008",545000.0
3580,4,3.0,30,1.5,"98072",925000.0
1960,4,2.75,32,1.5,"98072",565000.0
840,2,1.0,68,1.0,"98199",405100.0
1300,3,1.75,52,1.0,"98008",502000.0
1260,3,2.25,12,2.0,"98029",425000.0
1650,3,2.25,30,2.0,"98031",233500.0
1710,3,2.5,29,2.0,"98030",287000.0
1180,3,1.0,49,1.0,"98002",190000.0
2780,3,2.25,36,2.0,"98053",666000.0
950,2,1.0,106,1.0,"98118",330000.0
3620,5,3.5,57,2.0,"98040",1490000.0
2140,3,2.25,28,2.0,"98038",393000.0
1920,4,2.75,17,1.0,"98178",353000.0
750,2,1.0,99,1.0,"98108",260000.0
2060,3,2.5,14,2.0,"98005",680000.0
2380,3,2.25,52,1.0,"98004",921000.0
750,2,1.0,66,1.0,"98125",319000.0
1160,3,1.0,32,1.0,"98074",280000.0
1050,3,1.0,73,1.0,"98146",220000.0
1740,3,1.5,38,1.0,"98042",219000.0
2050,4,2.75,27,1.0,"98074",528000.0
1980,3,1.75,66,1.0,"98133",405000.0
1690,3,2.5,1,2.0,"98029",372977.0
2320,4,3.25,105,1.5,"98144",934550.0
2480,3,1.5,75,2.0,"98177",1465000.0
2290,4,2.25,57,2.0,"98199",975000.0
3180,5,2.5,25,2.0,"98033",800866.0
3470,7,3.5,35,2.0,"98007",950000.0
1540,4,3.0,113,1.5,"98107",624000.0
2800,5,2.25,52,2.0,"98075",1850000.0
1050,3,1.0,62,1.0,"98028",310000.0
1010,3,2.0,73,1.0,"98033",675000.0
1660,3,1.75,50,1.0,"98005",490000.0
2760,5,2.25,57,1.0,"98126",600000.0
1040,2,1.0,66,1.0,"98014",154000.0
2220,4,1.75,51,2.0,"98166",480000.0
1270,3,1.0,61,1.0,"98198",196900.0
2960,3,3.25,26,2.0,"98011",735000.0
1330,3,2.0,29,1.0,"98003",205500.0
1210,2,1.75,1,2.0,"98029",357186.0
2120,4,2.5,17,2.0,"98030",275000.0
2090,3,1.75,67,1.0,"98002",248500.0
2680,3,2.5,25,2.0,"98092",350000.0
1790,4,2.75,28,1.0,"98045",390000.0
1950,3,2.75,59,1.0,"98028",390000.0
3740,5,2.25,36,1.5,"98074",660000.0
1140,3,1.75,65,1.0,"98155",310000.0
2480,3,2.5,15,2.0,"98052",717000.0
2580,5,2.5,51,1.0,"98198",260000.0
2290,3,2.0,55,1.0,"98103",745000.0
2320,4,2.5,40,1.0,"98072",470000.0
2530,3,2.5,18,2.0,"98031",429000.0
1400,4,2.0,46,1.0,"98155",220000.0
2060,3,3.0,8,2.0,"98119",497000.0
1640,3,1.0,106,1.5,"98103",716100.0
1960,4,1.0,36,1.5,"98027",371000.0
3000,5,2.75,54,1.0,"98027",379000.0
1320,3,1.0,61,1.0,"98039",937500.0
1760,4,2.0,109,1.5,"98103",720000.0
2130,3,3.25,91,2.0,"98136",616000.0
1390,3,2.0,27,1.0,"98030",259000.0
1400,3,1.75,111,1.5,"98117",538000.0
3230,3,2.75,49,1.5,"98034",605000.0
1110,3,1.0,48,1.0,"98034",369950.0
1670,3,2.5,13,2.0,"98038",310000.0
1540,3,1.0,55,1.0,"98198",227500.0
2090,4,2.25,42,1.0,"98023",274000.0
1410,3,2.0,28,1.0,"98034",410000.0
1370,3,2.0,51,1.0,"98042",354800.0
1910,4,2.25,61,1.0,"98199",650000.0
1678,3,2.0,21,1.0,"98030",353000.0
960,3,1.0,38,1.0,"98038",224975.0
2080,2,1.75,64,1.0,"98155",600000.0
1790,3,2.25,39,1.0,"98034",437500.0
2540,3,2.5,16,2.0,"98034",567000.0
1790,5,1.5,52,2.0,"98198",225000.0
940,2,1.0,74,1.0,"98118",255000.0
6810,5,3.75,93,2.5,"98102",2479000.0
900,2,1.0,64,1.0,"98117",370000.0
1900,4,1.75,40,1.0,"98033",675000.0
1440,3,1.0,62,1.0,"98108",285000.0
2070,3,1.75,42,1.0,"98058",310000.0
2240,4,2.5,43,1.0,"98034",475000.0
3320,4,2.5,9,2.0,"98042",410000.0
1950,4,2.25,68,1.0,"98109",895000.0
1240,3,1.5,74,1.0,"98125",375000.0
1830,4,2.5,12,2.0,"98038",349000.0
1740,3,1.75,112,1.5,"98122",650500.0
1410,3,1.75,65,1.0,"98004",760000.0
2050,4,2.75,29,1.0,"98116",480000.0
3220,4,2.75,22,2.0,"98075",689000.0
1960,3,1.75,104,1.0,"98108",415000.0
1070,3,1.75,47,1.0,"98002",195000.0
2820,5,2.5,48,1.0,"98168",318000.0
4060,4,3.0,26,1.0,"98092",404000.0
800,2,1.0,90,1.0,"98118",339950.0
1260,3,1.0,36,1.0,"98022",215000.0
2420,3,2.5,25,2.0,"98092",339900.0
810,1,1.5,33,2.0,"98033",285000.0
1600,3,1.0,68,1.5,"98107",550000.0
1350,4,1.0,51,1.5,"98103",430000.0
970,3,1.0,48,1.0,"98003",219000.0
1780,2,1.5,68,1.0,"98117",555000.0
1350,3,2.0,26,1.0,"98038",233000.0
1840,3,1.75,43,1.0,"98003",248000.0
2550,5,2.25,40,1.0,"98166",454000.0
1700,4,2.5,84,2.0,"98112",950000.0
2430,3,2.5,35,2.0,"98055",359000.0
2740,5,2.0,53,1.5,"98155",407500.0
1560,3,1.5,51,1.0,"98001",224000.0
1040,2,1.0,61,1.0,"98146",210000.0
1820,4,1.75,47,1.0,"98042",261000.0
1833,3,3.0,17,3.0,"98115",719000.0
2160,3,2.5,21,2.0,"98126",440000.0
2100,3,2.75,17,2.0,"98045",525000.0
1370,3,1.5,47,2.0,"98034",375000.0
1414,2,2.5,29,2.0,"98006",428000.0
4115,5,3.25,1,2.0,"98053",988830.0
1550,3,1.75,66,1.0,"98002",199950.0
2100,4,2.25,86,1.5,"98112",840000.0
1160,3,1.75,23,1.0,"98022",285000.0
3597,5,2.5,9,2.0,"98001",330000.0
1230,3,1.5,55,1.0,"98198",147500.0
2190,4,2.5,37,2.0,"98032",320000.0
1040,3,1.75,48,1.0,"98027",382500.0
4690,5,4.0,89,2.0,"98112",2048000.0
2270,4,2.25,41,1.0,"98006",596000.0
1950,4,2.25,36,2.0,"98023",220000.0
1880,3,2.5,22,2.0,"98031",325000.0
2850,4,2.5,14,2.0,"98075",679950.0
1160,2,1.0,68,1.0,"98125",175000.0
1370,3,1.75,49,1.0,"98023",268000.0
3260,4,3.5,18,2.0,"98053",715000.0
3170,7,2.25,46,2.0,"98027",600000.0
3450,5,2.5,23,2.0,"98052",950000.0
1490,2,1.75,32,1.0,"98092",475000.0
1460,3,1.5,52,1.0,"98075",700000.0
1300,3,1.75,53,1.0,"98024",275000.0
1300,3,1.75,53,1.0,"98024",369500.0
1540,4,2.0,37,1.0,"98032",215000.0
2130,4,2.25,51,2.0,"98008",593450.0
1350,2,1.75,7,1.0,"98053",498800.0
2450,5,3.25,64,2.0,"98115",849000.0
1940,4,2.5,90,2.0,"98112",1151250.0
2890,5,2.5,12,2.0,"98029",825000.0
1680,3,1.75,26,1.0,"98058",265000.0
1960,4,2.25,30,1.0,"98023",285000.0
1590,3,1.75,36,1.0,"98038",240000.0
1390,4,1.0,57,1.0,"98003",261000.0
2440,4,1.75,37,1.0,"98032",330000.0
1850,4,2.0,37,1.0,"98032",250000.0
2800,4,2.5,22,2.0,"98003",350000.0
3780,3,2.5,29,1.5,"98072",930000.0
1910,3,2.0,35,1.0,"98030",275000.0
2460,4,2.25,46,1.0,"98106",325000.0
810,1,1.0,79,1.0,"98106",255000.0
1900,3,1.5,72,1.0,"98117",562200.0
3490,2,1.75,35,1.0,"98006",952000.0
2200,3,2.5,27,1.0,"98058",365000.0
1190,3,1.5,46,1.0,"98077",332900.0
2040,3,2.25,32,2.0,"98052",721000.0
2400,4,2.5,16,2.0,"98065",487275.0
1670,3,2.5,20,2.0,"98055",310000.0
990,2,1.0,107,1.0,"98118",245000.0
2920,3,1.75,51,1.0,"98055",325000.0
1840,3,1.75,44,1.0,"98075",550000.0
910,2,1.0,109,1.5,"98118",350000.0
2950,5,2.5,9,2.0,"98058",599000.0
1240,3,1.5,60,1.0,"98166",259950.0
1980,4,2.5,19,2.0,"98038",240000.0
1200,3,1.0,46,1.0,"98042",186000.0
1280,3,1.5,33,1.0,"98074",395000.0
3150,4,2.5,11,2.0,"98058",475000.0
3500,5,3.5,19,2.0,"98075",815000.0
1680,3,1.5,64,1.0,"98040",572000.0
1360,3,2.5,29,2.0,"98052",419500.0
2110,3,2.25,35,1.0,"98023",298700.0
2034,2,1.0,68,1.0,"98070",549000.0
1900,3,1.5,55,1.0,"98168",278000.0
2380,4,2.0,89,1.5,"98118",455000.0
4050,5,3.5,27,1.0,"98166",925000.0
1120,2,1.5,16,3.0,"98103",465000.0
2850,4,4.0,16,2.0,"98029",620000.0
2360,4,2.25,52,1.0,"98155",499900.0
2540,5,3.0,53,1.0,"98006",620000.0
1160,3,1.75,74,1.0,"98115",450000.0
2710,4,3.5,8,2.0,"98029",690000.0
3120,5,2.25,46,2.0,"98004",1895000.0
3120,5,2.25,46,2.0,"98004",1940000.0
1870,3,2.0,64,1.0,"98040",832500.0
1010,3,1.0,60,1.0,"98188",245000.0
2980,3,2.5,25,1.5,"98077",820000.0
2420,4,2.75,10,2.0,"98038",369000.0
3830,4,3.25,1,2.0,"98053",1050000.0
3040,3,3.0,22,3.0,"98118",653000.0
1460,2,1.75,35,1.0,"98045",220650.0
1940,5,3.0,8,1.0,"98168",300000.0
3780,4,3.5,14,2.0,"98029",970000.0
1950,4,2.5,11,2.0,"98058",360000.0
2450,3,2.5,15,2.0,"98074",672500.0
1730,4,1.5,62,1.5,"98056",268000.0
1690,4,1.5,86,1.5,"98126",440000.0
2550,3,2.5,34,2.0,"98144",1400000.0
2290,4,2.5,29,2.0,"98074",590000.0
2710,4,2.25,53,1.0,"98001",359000.0
1880,4,1.75,37,1.0,"98023",266500.0
2930,4,2.5,1,2.0,"98056",635000.0
3110,3,2.5,14,2.0,"98092",559000.0
3480,4,2.5,26,2.0,"98053",895000.0
1110,2,1.5,54,1.0,"98072",625000.0
2440,4,2.25,58,1.0,"98007",650000.0
2280,4,1.75,58,1.0,"98055",312500.0
900,3,1.0,71,1.0,"98168",225000.0
1980,4,1.75,47,1.0,"98052",425000.0
3360,3,2.75,27,1.0,"98022",329999.0
2340,5,2.25,42,2.0,"98052",572000.0
3110,4,2.5,13,2.0,"98042",386500.0
980,2,1.0,111,1.0,"98107",452000.0
1480,4,2.0,72,1.0,"98122",278000.0
1800,3,2.25,39,1.0,"98072",474900.0
2130,2,1.75,69,1.0,"98199",450000.0
1270,2,1.0,115,1.0,"98115",611000.0
1150,2,2.5,11,2.0,"98001",214100.0
1840,3,2.5,3,2.0,"98038",317000.0
3180,4,3.5,36,2.0,"98177",1000000.0
1510,5,2.75,69,2.0,"98105",1000000.0
3070,4,2.5,10,2.0,"98059",525000.0
1800,3,2.25,32,2.0,"98034",436000.0
1540,3,1.75,32,1.0,"98074",450000.0
2330,3,1.75,35,1.0,"98074",588500.0
1400,4,1.75,62,1.0,"98166",340000.0
2846,4,2.5,15,1.5,"98001",482000.0
5830,4,3.5,10,2.0,"98024",1575000.0
3380,3,2.5,50,2.0,"98008",749000.0
1440,3,1.5,47,1.0,"98058",330000.0
1740,3,2.5,7,3.0,"98116",568000.0
1470,3,1.75,58,1.0,"98022",239000.0
2810,3,2.5,12,2.0,"98011",528000.0
2090,4,3.0,21,1.0,"98106",385000.0
4110,4,3.25,36,2.0,"98028",825000.0
3230,5,3.25,13,2.0,"98136",815000.0
2601,4,2.5,20,2.0,"98072",625000.0
2070,3,1.75,60,1.0,"98136",690000.0
1660,3,1.0,58,1.0,"98106",210000.0
1590,4,1.0,91,1.5,"98103",599000.0
1860,3,1.75,64,1.0,"98199",860000.0
1420,3,1.0,61,1.0,"98188",147200.0
1240,3,1.0,105,1.5,"98116",476900.0
2500,4,2.5,37,1.0,"98027",450000.0
2640,4,2.5,16,2.0,"98019",570000.0
1440,3,1.0,105,1.5,"98115",567500.0
3030,5,3.25,39,2.0,"98008",790000.0
1820,3,1.5,63,1.0,"98004",875000.0
2220,3,2.0,35,2.0,"98027",490000.0
2430,3,1.75,37,1.0,"98059",335000.0
1670,3,1.75,53,1.0,"98006",550000.0
1180,3,1.75,34,1.0,"98074",385000.0
1620,3,1.75,39,1.0,"98011",395000.0
1030,2,1.0,87,1.0,"98116",650000.0
2900,4,2.75,8,2.0,"98028",637000.0
3420,3,2.25,52,1.0,"98028",692500.0
1710,3,1.75,51,1.0,"98059",322400.0
1580,3,1.5,58,1.0,"98002",233500.0
1230,3,2.0,31,1.0,"98074",400000.0
2200,5,2.5,99,1.5,"98103",547000.0
2570,5,2.25,65,1.0,"98166",519000.0
3320,4,3.5,38,1.0,"98040",1025000.0
1090,3,1.0,60,1.0,"98106",365000.0
2970,5,2.75,37,2.0,"98072",699000.0
1970,3,1.75,47,1.0,"98052",525000.0
3220,4,3.0,25,2.0,"98031",430000.0
1600,3,1.0,49,1.0,"98034",325000.0
670,2,1.0,73,1.0,"98126",279000.0
2360,4,1.75,104,2.0,"98115",805000.0
2150,3,3.0,66,1.5,"98125",419950.0
620,2,1.0,88,1.0,"98117",425000.0
1730,4,1.75,66,2.0,"98125",446000.0
2500,5,2.0,52,1.0,"98034",455000.0
990,3,1.0,72,1.0,"98106",226550.0
1420,3,2.0,111,1.5,"98103",764000.0
2170,3,2.25,37,2.0,"98042",439950.0
1880,4,2.0,63,1.0,"98103",453000.0
1300,3,1.0,44,1.0,"98003",219950.0
2360,3,1.5,89,2.0,"98103",702500.0
1780,3,1.5,59,1.0,"98003",285000.0
2160,2,2.25,10,3.0,"98103",798750.0
950,2,1.0,67,1.0,"98126",320000.0
1680,3,1.75,30,1.5,"98027",425000.0
2290,4,2.5,11,2.0,"98072",540000.0
4140,4,5.25,10,2.0,"98075",1060000.0
3920,4,3.75,2,3.0,"98103",1165000.0
1500,3,1.75,64,1.0,"98005",576000.0
1720,3,1.75,38,1.0,"98052",525000.0
2641,4,2.5,17,2.0,"98031",324950.0
4930,3,2.5,34,2.0,"98072",600000.0
2460,3,2.5,14,1.0,"98056",464000.0
1995,4,2.25,34,2.0,"98023",266000.0
3010,3,2.5,17,2.0,"98053",775000.0
1270,3,1.75,63,1.0,"98126",415000.0
3080,4,2.75,12,2.0,"98058",550000.0
1670,3,2.25,25,2.0,"98022",235000.0
1470,3,2.0,28,1.0,"98198",280000.0
1730,3,1.75,39,1.0,"98034",459000.0
1070,3,1.0,46,1.0,"98023",195000.0
1660,3,1.5,56,1.0,"98002",235000.0
2410,4,2.25,50,1.0,"98006",711800.0
1040,3,2.5,8,3.0,"98107",440000.0
970,2,1.0,99,1.0,"98103",515000.0
2910,5,2.75,76,1.5,"98105",1200000.0
2340,3,1.75,50,1.5,"98006",560000.0
1880,3,1.75,30,1.0,"98001",340000.0
1110,2,1.0,103,1.5,"98102",600000.0
2790,4,2.5,18,2.0,"98074",764000.0
1590,4,2.0,14,1.0,"98019",337000.0
5700,6,2.75,38,1.0,"98006",1385000.0
1200,4,1.0,96,1.0,"98126",249000.0
3200,3,3.0,37,1.0,"98042",350000.0
1510,3,2.25,22,1.0,"98038",269950.0
1880,3,1.75,37,1.0,"98075",735000.0
3070,4,2.5,75,2.0,"98105",1295000.0
2110,4,2.25,41,2.0,"98034",475000.0
2350,3,2.0,26,1.5,"98023",339000.0
3270,4,3.5,18,1.0,"98155",600000.0
2220,4,1.75,97,1.0,"98106",397500.0
5990,4,3.5,11,2.0,"98053",1525000.0
1760,3,2.0,30,2.0,"98052",460000.0
2200,4,2.75,64,1.0,"98133",370000.0
1550,4,1.0,58,1.5,"98106",250000.0
5070,4,3.75,15,2.0,"98053",1100000.0
1040,2,2.25,7,2.0,"98122",430000.0
2560,3,1.5,88,1.5,"98112",1085000.0
1850,3,1.75,63,1.0,"98177",670000.0
2090,3,1.5,61,1.0,"98118",461550.0
2010,3,2.5,1,2.0,"98029",479990.0
2518,4,2.5,10,2.0,"98075",643000.0
2810,3,2.75,27,2.0,"98052",607000.0
2600,3,2.5,31,1.0,"98074",625000.0
2060,3,2.5,62,1.0,"98136",731100.0
2920,3,2.5,16,2.0,"98042",859000.0
2130,4,2.5,29,2.0,"98058",435000.0
2290,3,3.0,67,1.0,"98001",465000.0
1230,3,1.0,88,1.5,"98115",740000.0
2020,3,1.75,54,1.0,"98040",740000.0
1430,3,2.0,35,1.0,"98030",250000.0
2270,2,2.5,6,3.0,"98052",656000.0
1910,4,2.5,23,2.0,"98031",300000.0
1780,3,1.5,61,1.0,"98077",643000.0
2690,4,2.5,8,2.0,"98042",311000.0
1330,3,1.75,40,1.0,"98034",360000.0
3060,4,2.5,47,1.0,"98133",475000.0
1760,3,3.25,7,3.0,"98125",469950.0
1570,3,1.75,55,1.0,"98148",240000.0
960,2,1.0,79,1.0,"98168",232000.0
1680,3,2.0,24,1.0,"98092",350000.0
1440,2,1.0,87,1.5,"98034",803000.0
1960,3,2.25,35,1.0,"98058",355000.0
1790,4,2.0,106,1.0,"98103",475000.0
2560,3,2.5,27,2.0,"98006",823000.0
1010,2,1.5,97,1.0,"98103",395000.0
2560,4,3.75,52,2.0,"98133",499000.0
1200,2,1.75,111,1.0,"98122",420000.0
3910,3,2.5,16,2.0,"98008",961500.0
2260,4,1.75,48,1.0,"98005",833000.0
2110,3,2.25,37,2.0,"98072",479000.0
3340,4,2.5,19,2.0,"98033",1150000.0
1400,3,1.0,71,1.5,"98125",267000.0
1760,4,1.75,27,1.5,"98075",555000.0
2010,3,2.5,28,2.0,"98029",490000.0
2300,4,2.0,100,1.5,"98117",619000.0
2510,5,2.75,52,1.0,"98155",569950.0
1340,3,2.0,110,2.0,"98103",549000.0
1560,3,1.75,53,1.5,"98052",422500.0
3350,4,3.5,35,1.0,"98198",400000.0
3710,4,2.75,16,2.0,"98065",692500.0
2430,4,2.5,13,2.0,"98042",310000.0
2430,3,1.75,38,1.0,"98178",499900.0
2100,3,2.25,32,2.0,"98074",492000.0
1880,2,2.5,28,1.0,"98024",460000.0
1630,3,2.5,96,2.0,"98119",800000.0
1640,4,1.0,90,1.5,"98103",832600.0
2310,4,2.75,26,1.0,"98011",470000.0
1930,2,2.0,12,1.0,"98053",542000.0
4750,4,4.5,10,2.0,"98118",1309500.0
2300,4,2.5,56,1.0,"98198",308130.0
1050,2,1.0,10,1.0,"98029",310000.0
1500,2,1.0,68,1.0,"98146",235000.0
1150,3,1.0,57,1.0,"98058",215000.0
1920,4,1.5,56,1.0,"98023",210000.0
3660,4,2.75,25,2.0,"98053",730000.0
1720,3,1.75,34,1.0,"98092",245000.0
2100,3,2.25,67,1.0,"98166",540000.0
2400,4,2.5,14,2.0,"98001",299000.0
2540,3,2.5,24,2.0,"98074",510000.0
2080,4,1.75,49,1.0,"98001",198000.0
3400,5,3.25,16,2.0,"98007",950000.0
2200,4,1.75,37,2.0,"98092",300000.0
2140,5,1.75,53,1.0,"98033",528000.0
3850,5,3.25,13,2.0,"98092",507000.0
4270,4,3.25,14,2.0,"98065",770000.0
1340,3,1.75,40,1.0,"98031",255000.0
1100,1,1.5,37,1.5,"98198",220000.0
2870,5,2.75,10,2.0,"98059",690700.0
1320,2,1.0,62,1.0,"98177",447000.0
2150,6,2.0,63,1.0,"98119",755000.0
2470,4,1.5,75,1.5,"98199",700000.0
1910,4,2.75,35,1.0,"98030",250000.0
2130,3,2.5,12,2.0,"98038",320000.0
2240,4,2.5,26,2.0,"98059",565000.0
1800,5,2.75,76,2.0,"98107",754300.0
2160,3,1.5,66,1.0,"98177",650000.0
3140,4,2.5,12,2.0,"98059",529888.0
1920,3,2.5,15,2.0,"98028",432000.0
1050,3,1.0,60,1.5,"98022",235000.0
3695,4,3.5,1,2.0,"98053",994900.0
3910,4,2.5,15,2.0,"98038",489000.0
3010,4,2.75,5,2.0,"98052",800000.0
1370,4,1.5,43,1.0,"98034",370000.0
2080,4,2.75,36,1.0,"98034",436000.0
2250,3,2.5,9,2.0,"98059",395000.0
2120,5,1.75,73,1.0,"98133",377691.0
2220,5,3.0,12,2.0,"98118",370000.0
1440,3,2.5,28,1.0,"98029",515000.0
910,3,1.0,46,1.0,"98001",169000.0
1270,3,1.0,94,1.0,"98117",475000.0
2480,3,2.5,16,2.0,"98031",420000.0
2630,6,2.75,115,2.0,"98103",1297000.0
2410,3,2.0,30,2.0,"98006",822000.0
2930,4,2.75,51,1.0,"98004",1500000.0
1570,3,2.25,27,1.0,"98074",485000.0
1900,4,1.0,59,1.0,"98055",270000.0
2590,6,2.5,37,1.0,"98055",300000.0
3810,4,2.5,8,2.0,"98074",878000.0
2290,3,2.5,14,2.0,"98006",590000.0
1220,1,2.25,69,2.0,"98033",611900.0
1100,3,1.75,47,1.0,"98092",240000.0
2810,4,2.5,12,2.0,"98092",395000.0
890,3,1.0,58,1.0,"98178",169000.0
1280,3,2.0,52,1.0,"98031",200500.0
2320,3,2.5,25,2.0,"98003",308000.0
1720,3,2.25,32,2.0,"98023",290256.0
1530,3,1.75,48,1.0,"98058",279950.0
1580,3,1.75,36,1.0,"98022",195000.0
1360,3,1.0,70,1.0,"98010",630000.0
2680,4,3.0,113,2.0,"98039",1160000.0
1640,3,2.25,21,2.0,"98029",478000.0
2520,3,2.25,71,2.0,"98126",835000.0
1400,3,2.25,10,2.0,"98034",639000.0
2300,4,2.75,31,2.0,"98074",623000.0
1900,3,1.75,56,1.0,"98178",220000.0
2000,3,2.25,37,1.0,"98006",526000.0
900,2,1.0,67,1.0,"98118",243500.0
2980,4,2.5,15,2.0,"98006",750000.0
1850,4,2.0,52,1.0,"98059",329000.0
1570,4,1.0,95,1.5,"98102",525000.0
670,2,1.0,67,1.0,"98118",190000.0
2660,4,2.5,60,1.0,"98005",772650.0
2110,3,2.5,26,2.0,"98042",355000.0
1970,3,1.75,35,1.0,"98075",650000.0
1210,3,2.75,105,1.5,"98103",678500.0
2670,4,2.5,19,2.0,"98074",669950.0
3000,3,2.25,32,1.0,"98077",850000.0
